Territory,Gender,Age,Scholarity,Year,N_of_people
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2017,37.537
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2018,42.263
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2019,44.536
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2020,48.332
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2011,54.365
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2012,52.894
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2013,62.02
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2014,66.884
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2015,70.77
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2016,81.043
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2017,90.36
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2018,97.665
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2019,100.462
Nord-est,female,Y60-64,diploma 4-5 years (maturity),2020,108.9
Nord-est,female,Y60-64,undergraduate and postgraduate,2011,30.444
Nord-est,female,Y60-64,undergraduate and postgraduate,2012,35.788
Nord-est,female,Y60-64,undergraduate and postgraduate,2013,33.227
Nord-est,female,Y60-64,undergraduate and postgraduate,2014,38.168
Nord-est,female,Y60-64,undergraduate and postgraduate,2015,41.698
Nord-est,female,Y60-64,undergraduate and postgraduate,2016,42.526
Nord-est,female,Y60-64,undergraduate and postgraduate,2017,41.868
Nord-est,female,Y60-64,undergraduate and postgraduate,2018,42.617
Nord-est,female,Y60-64,undergraduate and postgraduate,2019,47.654
Nord-est,female,Y60-64,undergraduate and postgraduate,2020,49.284
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2011,88.953
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2012,77.283
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2013,76.013
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2014,60.762
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2015,47.822
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2016,36.657
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2017,33.508
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2018,32.602
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2019,27.501
Centro,male,Y60-64,"elementary school certificate, no educational qualifications",2020,23.689
Centro,male,Y60-64,middle school certificate,2011,112.049
Centro,male,Y60-64,middle school certificate,2012,112.955
Centro,male,Y60-64,middle school certificate,2013,101.854
Centro,male,Y60-64,middle school certificate,2014,103.877
Centro,male,Y60-64,middle school certificate,2015,109.099
Centro,male,Y60-64,middle school certificate,2016,112.279
Centro,male,Y60-64,middle school certificate,2017,114.655
Centro,male,Y60-64,middle school certificate,2018,120.587
Centro,male,Y60-64,middle school certificate,2019,124.321
Centro,male,Y60-64,middle school certificate,2020,131.381
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2011,19.13
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2012,17.004
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2013,15.836
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2014,20.047
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2015,18.307
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2016,17.618
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2017,16.665
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2018,15.758
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2019,19.318
Centro,male,Y60-64,diploma 2-3 years (professional qualification),2020,16.995
Centro,male,Y60-64,diploma 4-5 years (maturity),2011,89.821
Centro,male,Y60-64,diploma 4-5 years (maturity),2012,97.691
Centro,male,Y60-64,diploma 4-5 years (maturity),2013,104.412
Centro,male,Y60-64,diploma 4-5 years (maturity),2014,105.553
Centro,male,Y60-64,diploma 4-5 years (maturity),2015,105.653
Centro,male,Y60-64,diploma 4-5 years (maturity),2016,118.749
Centro,male,Y60-64,diploma 4-5 years (maturity),2017,123.332
Centro,male,Y60-64,diploma 4-5 years (maturity),2018,123.954
Centro,male,Y60-64,diploma 4-5 years (maturity),2019,127.63
Centro,male,Y60-64,diploma 4-5 years (maturity),2020,132.704
Centro,male,Y60-64,undergraduate and postgraduate,2011,50.845
Centro,male,Y60-64,undergraduate and postgraduate,2012,50.602
Centro,male,Y60-64,undergraduate and postgraduate,2013,51.543
Centro,male,Y60-64,undergraduate and postgraduate,2014,54.915
Centro,male,Y60-64,undergraduate and postgraduate,2015,62.847
Centro,male,Y60-64,undergraduate and postgraduate,2016,59.858
Centro,male,Y60-64,undergraduate and postgraduate,2017,62.248
Centro,male,Y60-64,undergraduate and postgraduate,2018,63.482
Centro,male,Y60-64,undergraduate and postgraduate,2019,63.986
Centro,male,Y60-64,undergraduate and postgraduate,2020,66.1
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2011,154.472
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2012,132.989
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2013,121.884
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2014,103.135
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2015,86.6
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2016,74.86
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2017,63.279
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2018,53.886
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2019,46.682
Centro,female,Y60-64,"elementary school certificate, no educational qualifications",2020,44.814
Centro,female,Y60-64,middle school certificate,2011,91.699
Centro,female,Y60-64,middle school certificate,2012,95.668
Centro,female,Y60-64,middle school certificate,2013,94.332
Centro,female,Y60-64,middle school certificate,2014,103.346
Centro,female,Y60-64,middle school certificate,2015,112.953
Centro,female,Y60-64,middle school certificate,2016,114.056
Centro,female,Y60-64,middle school certificate,2017,120.112
Centro,female,Y60-64,middle school certificate,2018,123.891
Centro,female,Y60-64,middle school certificate,2019,130.259
Centro,female,Y60-64,middle school certificate,2020,138.414
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2011,25.198
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2012,21.842
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2013,17.39
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2014,18.015
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2015,19.588
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2016,19.322
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2017,19.89
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2018,21.277
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2019,27.322
Centro,female,Y60-64,diploma 2-3 years (professional qualification),2020,23.865
Centro,female,Y60-64,diploma 4-5 years (maturity),2011,77.449
Centro,female,Y60-64,diploma 4-5 years (maturity),2012,91.202
Centro,female,Y60-64,diploma 4-5 years (maturity),2013,97.39
Centro,female,Y60-64,diploma 4-5 years (maturity),2014,98.091
Centro,female,Y60-64,diploma 4-5 years (maturity),2015,104.992
Centro,female,Y60-64,diploma 4-5 years (maturity),2016,115.252
Centro,female,Y60-64,diploma 4-5 years (maturity),2017,122.114
Centro,female,Y60-64,diploma 4-5 years (maturity),2018,132.942
Centro,female,Y60-64,diploma 4-5 years (maturity),2019,134.062
Centro,female,Y60-64,diploma 4-5 years (maturity),2020,136.813
Centro,female,Y60-64,undergraduate and postgraduate,2011,44.305
Centro,female,Y60-64,undergraduate and postgraduate,2012,45.42
Centro,female,Y60-64,undergraduate and postgraduate,2013,49.889
Centro,female,Y60-64,undergraduate and postgraduate,2014,53.592
Centro,female,Y60-64,undergraduate and postgraduate,2015,52.306
Centro,female,Y60-64,undergraduate and postgraduate,2016,56.024
Centro,female,Y60-64,undergraduate and postgraduate,2017,60.722
Centro,female,Y60-64,undergraduate and postgraduate,2018,61.736
Centro,female,Y60-64,undergraduate and postgraduate,2019,63.55
Centro,female,Y60-64,undergraduate and postgraduate,2020,65.49
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2011,205.66
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2012,190.738
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2013,172.885
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2014,150.086
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2015,139.81
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2016,129.319
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2017,118.899
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2018,111.362
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2019,107.227
Mezzogiorno,male,Y60-64,"elementary school certificate, no educational qualifications",2020,100.592
Mezzogiorno,male,Y60-64,middle school certificate,2011,186.226
Mezzogiorno,male,Y60-64,middle school certificate,2012,190.212
Mezzogiorno,male,Y60-64,middle school certificate,2013,205.35
Mezzogiorno,male,Y60-64,middle school certificate,2014,211.886
Mezzogiorno,male,Y60-64,middle school certificate,2015,214.009
Mezzogiorno,male,Y60-64,middle school certificate,2016,231.912
Mezzogiorno,male,Y60-64,middle school certificate,2017,236.628
Mezzogiorno,male,Y60-64,middle school certificate,2018,240.886
Mezzogiorno,male,Y60-64,middle school certificate,2019,256.68
Mezzogiorno,male,Y60-64,middle school certificate,2020,258.424
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2011,24.612
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2012,26.706
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2013,23.37
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2014,22.37
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2015,20.559
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2016,18.173
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2017,19.855
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2018,21.938
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2019,21.009
Mezzogiorno,male,Y60-64,diploma 2-3 years (professional qualification),2020,22.665
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2011,138.189
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2012,137.346
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2013,136.715
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2014,141.793
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2015,150.769
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2016,155.441
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2017,164.148
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2018,171.589
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2019,172.32
Mezzogiorno,male,Y60-64,diploma 4-5 years (maturity),2020,179.049
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2011,58.873
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2012,66.355
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2013,66.268
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2014,73.288
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2015,74.614
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2016,68.444
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2017,72.137
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2018,76.457
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2019,74.063
Mezzogiorno,male,Y60-64,undergraduate and postgraduate,2020,80.521
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2011,337.36
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2012,313.736
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2013,292.449
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2014,256.846
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2015,247.552
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2016,229.626
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2017,211.843
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2018,202.284
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2019,198.974
Mezzogiorno,female,Y60-64,"elementary school certificate, no educational qualifications",2020,185.035
Mezzogiorno,female,Y60-64,middle school certificate,2011,140.634
Mezzogiorno,female,Y60-64,middle school certificate,2012,142.532
Mezzogiorno,female,Y60-64,middle school certificate,2013,147.509
Mezzogiorno,female,Y60-64,middle school certificate,2014,173.167
Mezzogiorno,female,Y60-64,middle school certificate,2015,181.109
Mezzogiorno,female,Y60-64,middle school certificate,2016,192.045
Mezzogiorno,female,Y60-64,middle school certificate,2017,205.796
Mezzogiorno,female,Y60-64,middle school certificate,2018,226.282
Mezzogiorno,female,Y60-64,middle school certificate,2019,225.765
Mezzogiorno,female,Y60-64,middle school certificate,2020,240.325
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2011,16.019
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2012,18.492
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2013,16.258
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2014,16.759
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2015,14.024
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2016,17.81
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2017,17.351
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2018,14.602
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2019,15.7
Mezzogiorno,female,Y60-64,diploma 2-3 years (professional qualification),2020,17.548
